review_id,bank,app_name,pkg,score,content,content_clean,at,review_created_version,reply_content,replied_at,thumbs_up_count,source,scrape_run_id
693eb7b1-9a9e-496a-ace1-29cc5f9266ac,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"This application is really bad. It is slow and doesn't work properly. It doesn't show recent activities. Using this app I transfered money to a friend and after showing deduction on my account, the money didn't reach the other end,the activity is not reflected on my recent transactions either. The worst app ever. It doesn't work outside of Ethiopia.","This application is really bad. It is slow and doesn't work properly. It doesn't show recent activities. Using this app I transfered money to a friend and after showing deduction on my account, the money didn't reach the other end,the activity is not reflected on my recent transactions either. The worst app ever. It doesn't work outside of Ethiopia.",2021-05-31T15:49:53,4.2,,,47,google_play,2025-11-30T16:15:08.107712
7d68d33b-b337-4119-a381-9ad93f9ddd8b,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,2,as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2025-03-19T11:13:39,5.1.0,,,99,google_play,2025-11-30T16:15:08.107712
e61e79a4-1273-48d3-89db-790fd47e72a4,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,3,"I'm blind. I have been using this service since 2008 EC. More or less both versions are accessible to our screen reader, talkback. However, after updating the app, its account tab couldn't display second account which is connected via CBE account. Secondly after transfering money, it shows save and share options but doesn't work.","I'm blind. I have been using this service since 2008 EC. More or less both versions are accessible to our screen reader, talkback. However, after updating the app, its account tab couldn't display second account which is connected via CBE account. Secondly after transfering money, it shows save and share options but doesn't work.",2022-05-23T18:56:26,4.3.1,,,136,google_play,2025-11-30T16:15:08.107712
3a42a486-2d17-4c26-aae5-b50e4e021f41,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,5,"Good mobile banking application except some bugs. For instance, when I transfer money from account to account, an error message called 'already existed account' appears. But the money was transferred without any confirmation message. If I was not aware of that, I tried multiple times and sent the money multiple times too.","Good mobile banking application except some bugs. For instance, when I transfer money from account to account, an error message called 'already existed account' appears. But the money was transferred without any confirmation message. If I was not aware of that, I tried multiple times and sent the money multiple times too.",2023-01-06T19:50:49,4.3.2,,,28,google_play,2025-11-30T16:15:08.107712
5bc12181-2b28-48e2-b454-b4b120ad2b26,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,4,"Really I troubled to use this application since last week, I've been using it more than 2 years. I don't know what's wrong with it now. It can't synchronize, even can't see any update in my account. I tried to repair and manage in setting, but not possible. Also you don't have any means of online communication/ chat. Could you please tell me what to do?","Really I troubled to use this application since last week, I've been using it more than 2 years. I don't know what's wrong with it now. It can't synchronize, even can't see any update in my account. I tried to repair and manage in setting, but not possible. Also you don't have any means of online communication/ chat. Could you please tell me what to do?",2021-04-18T16:35:14,4.2,,,113,google_play,2025-11-30T16:15:08.107712
28350142-42f5-4948-bbd0-aa3584b45bcb,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"I'll give 5 stars when the app has the function to see more than just a couple of transactions. Right now, you can not even go back one month and see prior transaction. That is a standard banking function that also CBE should have. Because of that only 1 Start.","I'll give 5 stars when the app has the function to see more than just a couple of transactions. Right now, you can not even go back one month and see prior transaction. That is a standard banking function that also CBE should have. Because of that only 1 Start.",2025-06-25T21:47:39,5.1.0,,,20,google_play,2025-11-30T16:15:08.107712
513341fc-8932-4ee5-b1c8-b947f834eb91,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"I have bad experience since I started using this app. I get ""none available "" error message while there is good internet connection. And I went to my branch two times to activate the app. There should be some way to activate without physically going to the branch. Anyway, it should be improved much from what it is now!!!","I have bad experience since I started using this app. I get ""none available "" error message while there is good internet connection. And I went to my branch two times to activate the app. There should be some way to activate without physically going to the branch. Anyway, it should be improved much from what it is now!!!",2021-05-02T12:48:44,4.2,,,81,google_play,2025-11-30T16:15:08.107712
05a1c5c2-11c1-4c17-92c3-b42703565be5,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,4,Easy to use and a lot of functionalities! Keep your eyes on two things: 1. The transactions shown in the Recent section are messed up (every time I refresh it it shows different output of order and messed transaction list) 2. What if we can transfer to other Telebirr number Finally the transaction fee for transfers made other than CBE acc is expensive.,Easy to use and a lot of functionalities! Keep your eyes on two things: 1. The transactions shown in the Recent section are messed up (every time I refresh it it shows different output of order and messed transaction list) 2. What if we can transfer to other Telebirr number Finally the transaction fee for transfers made other than CBE acc is expensive.,2024-05-28T12:03:07,5.0.4,,,83,google_play,2025-11-30T16:15:08.107712
e83b2d32-a305-4408-9c87-40f05b650185,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,2025-11-09T15:24:52,5.2.1,,,0,google_play,2025-11-30T16:15:08.107712
3c30aa12-7f92-49c8-8986-69ed8b81f79f,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.","fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",2025-11-19T06:28:14,5.2.1,,,0,google_play,2025-11-30T16:15:08.107712
9b9850c0-7914-49c8-a51c-7265775accfe,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,not allowing to transfer and showing current statement updates.,not allowing to transfer and showing current statement updates.,2025-11-19T16:51:36,5.2.1,,,0,google_play,2025-11-30T16:15:08.107712
8ce158a7-24be-43cf-9010-cf586ac0e65f,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"I have seen lots of issues on this app one of them is you can't use them in multiple device and you have to go to the place you opened your account in order to get mobile banking even if you change you device you have to go to the branch to activate it, why can't you just make it easy like the others banking system in Ethiopia. You should learn from abbisinia and dashen to be honest","I have seen lots of issues on this app one of them is you can't use them in multiple device and you have to go to the place you opened your account in order to get mobile banking even if you change you device you have to go to the branch to activate it, why can't you just make it easy like the others banking system in Ethiopia. You should learn from abbisinia and dashen to be honest",2022-10-18T13:29:27,4.3.2,,,10,google_play,2025-11-30T16:15:08.107712
fe581ce0-d9b6-4838-9c32-8d98de12f16e,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,3,"The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.","The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.",2023-03-10T19:54:58,4.4.0,,,97,google_play,2025-11-30T16:15:08.107712
60f6ea4f-9a0d-4d52-bca1-0eb21df216c5,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"It only works at the first glance(only after installation and configuration). After that all the transfer options, utilities, top up doesn't work. It just say doesn't sync. Even the balance bord keeps loading and doesn't show the current balance.... Very poor experience ☹️😥.","It only works at the first glance(only after installation and configuration). After that all the transfer options, utilities, top up doesn't work. It just say doesn't sync. Even the balance bord keeps loading and doesn't show the current balance.... Very poor experience ☹️😥.",2020-09-04T23:50:20,4.1,,,39,google_play,2025-11-30T16:15:08.107712
f56cce50-bc83-4d3f-b672-39c3d86316ba,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,4,"The old one was very bad and clumsy. every time I tried to login there was a problem with synchronization, because of that I was close to clear my account from CBE and open a new one in privet bank, as they cares about their customers. In other hand the new one is perfect and shows a little bit reformation in the Headquarter and this makes us to trust this bank again.","The old one was very bad and clumsy. every time I tried to login there was a problem with synchronization, because of that I was close to clear my account from CBE and open a new one in privet bank, as they cares about their customers. In other hand the new one is perfect and shows a little bit reformation in the Headquarter and this makes us to trust this bank again.",2020-08-01T22:13:26,4.1,,,103,google_play,2025-11-30T16:15:08.107712
b6c8fbb9-2d9f-4b14-b62d-7341a7b97f8f,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"The app is not friendly usable . For example, it asks you verification key as soon as you download it. There is no description where or how to get verification key. This is crazy. I never seen any app ask you verification key at the start . confusing app. No more try waste of time.","The app is not friendly usable . For example, it asks you verification key as soon as you download it. There is no description where or how to get verification key. This is crazy. I never seen any app ask you verification key at the start . confusing app. No more try waste of time.",2020-11-11T05:37:37,4.2,,,73,google_play,2025-11-30T16:15:08.107712
d534ceba-f6ba-417e-a67d-26ac1e543e65,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,5,"I have not seen anything like it in the Ethiopian banking industry. It is very easy to use, fast, and offers a wide range of services. However, I would like to suggest a future modification: currently, the app only displays transactions for one month. It would be beneficial if it could show transactions for more than one month, including yearly transactions. Please consider this request. Thank you, Commercial Bank of Ethiopia, for this innovative app.","I have not seen anything like it in the Ethiopian banking industry. It is very easy to use, fast, and offers a wide range of services. However, I would like to suggest a future modification: currently, the app only displays transactions for one month. It would be beneficial if it could show transactions for more than one month, including yearly transactions. Please consider this request. Thank you, Commercial Bank of Ethiopia, for this innovative app.",2024-07-19T17:51:55,5.0.4,,,753,google_play,2025-11-30T16:15:08.107712
